URL,First Visit,Last Visit,Count,,,,
https://travel.travelocity.com/checkout/PostReview.do;jsessionid=5244E9C4\701E69F054D28CB654946F3C.p0239?SEQ=11971866998041192007,12/9/2007 15:50,12/9/2007 15:50,0,https://travel.travelocity.com/checkout/UpdateInsuranceAction.do;jsession\id=5244E9C4701E69F054D28CB654946F3C.p0239?,travel.travelocity.com,CheckoutTravelerInfo,203
https://travel.travelocity.com/checkout/UpdateInsuranceAction.do;jsession\id=5244E9C4701E69F054D28CB654946F3C.p0239?#INSURANCE,12/9/2007 15:50,12/9/2007 15:50,0,https://travel.travelocity.com/checkout/CheckoutReview.do;jsessionid=5244\E9C4701E69F054D28CB654946F3C.p0239?leg=21&targetLegIndex=1&breadcrumbStart=1&s\ortOrder=TOTAL_FARE_ASCENDING&recordNo=14&dispNewTimeStamp=&pathIndicatorCode=\KIA&flightPath=TF,travel.travelocity.com,CheckoutReview,202
http://dm.travelocity.com/html.ng/adsize=125x125&site=travelocity&cobrand\=TRAVELOCITY&locale=en&area=air&orig=IAD&random=593835,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do;jsessionid=\5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971865900141192007,dm.travelocity.com,,186
http://dm.travelocity.com/html.ng/adsize=125x125&site=travelocity&cobrand\=TRAVELOCITY&locale=en&pagepos=1&area=air&orig=IAD&dest=SJO&random=625634,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,dm.travelocity.com,,194
http://dm.travelocity.com/html.ng/adsize=125x125&site=travelocity&cobrand\=TRAVELOCITY&locale=en&pagepos=1&area=air&orig=IAD&dest=SJO&random=650946,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,dm.travelocity.com,,199
http://dm.travelocity.com/html.ng/adsize=160x600&site=travelocity&cobrand\=TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&random=625634,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,dm.travelocity.com,,193
http://dm.travelocity.com/html.ng/adsize=160x600&site=travelocity&cobrand\=TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&random=650945,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,dm.travelocity.com,,198
http://dm.travelocity.com/html.ng/adsize=468x60&site=travelocity&cobrand=\TRAVELOCITY&locale=en&area=air&orig=IAD&dest=COSTA%20RICA&air_seg=1&car_seg=0&\hot_seg=0&cruise_seg=0&adloc=NA&random=593818,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do;jsessionid=\5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971865900141192007,dm.travelocity.com,,185
http://dm.travelocity.com/html.ng/adsize=468x60&site=travelocity&cobrand=\TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&air_seg=1&car_seg=0&hot_seg=0\&cruise_seg=0&adloc=NA&random=625475,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,dm.travelocity.com,,192
http://dm.travelocity.com/html.ng/adsize=468x60&site=travelocity&cobrand=\TRAVELOCITY&locale=en&area=air&orig=IAD&dest=SJO&air_seg=1&car_seg=0&hot_seg=0\&cruise_seg=0&adloc=NA&random=650805,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,dm.travelocity.com,,197
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=300x250&area=air&section=wait&orig=IAD&dest=Costa%20Rica&random=885509116\?,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/Timekeeper.do?resolvedAirport=SJO|S\an%20Jose%20Juan%20Santamaria%20Airport|San%20Jose|XX|Costa%20Rica|CR&index=1&\currentPage=NewSearch,dm.travelocity.com,,188
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=300x250&area=air&section=wait&orig=IAD&dest=SJO&random=929153514?,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do?index=1&SEQ\=11971866058931192007,dm.travelocity.com,,190
http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do?index=1&SEQ\=11971866058931192007,travel.travelocity.com,Travelocity:?????????Search Results,191
http://travel.travelocity.com/flights/CalendarPallet.do,12/9/2007 15:49,12/9/2007 15:49,4,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,travel.travelocity.com,,195
http://travel.travelocity.com/flights/ResolveAirportAction.do?index=1&SEQ\=11971866058931192007,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/Timekeeper.do?resolvedAirport=SJO|S\an%20Jose%20Juan%20Santamaria%20Airport|San%20Jose|XX|Costa%20Rica|CR&index=1&\currentPage=NewSearch,travel.travelocity.com,Hold tight - We'll be back right away with great deals!,189
http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=21&t\argetLegIndex=1&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=14&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,travel.travelocity.com,,200
http://travel.travelocity.com/flights/SelectOutboundLegAction.do?leg=50&t\argetLegIndex=0&breadcrumbStart=1&sortOrder=TOTAL_FARE_ASCENDING&recordNo=19&d\ispNewTimeStamp=&pathIndicatorCode=KIA&flightPath=TF,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/AirSearch.do?SEQ=119718660781511920\07,travel.travelocity.com,Travelocity:???????Search Results,196
http://travel.travelocity.com/flights/Timekeeper.do?resolvedAirport=SJO|S\an%20Jose%20Juan%20Santamaria%20Airport|San%20Jose|XX|Costa%20Rica|CR&index=1&\currentPage=NewSearch,12/9/2007 15:49,12/9/2007 15:49,0,http://travel.travelocity.com/flights/ResolveAirportAction.do;jsessionid=\5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971865900141192007,travel.travelocity.com,Hold tight - We'll be back right away with great deals!,187
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=&area=air&sect\ion=pop&pagepos=2&adsize=501x268&orig=DULLES&dest=COSTA%20RICA&random=21484551\8482?,12/9/2007 15:48,12/9/2007 15:48,0,http://www.travelocity.com/popWindow?s_theDomain=travelocity.com&s_select\edForm=formair&a_formPrefix=undefined&a_fromDate=30&a_fromMonth=11&s_theAdtoSh\ow=ad3&b_inDateRng=false&s_dest=Costa%20Rica&s_orig=Dulles,dm.travelocity.com,,182
http://travel.travelocity.com/flights/InitialSearch.do,12/9/2007 15:48,12/9/2007 15:48,0,http://travelocity.com/,travel.travelocity.com,Hold tight - We'll be back right away with great deals!,183
http://travel.travelocity.com/flights/ResolveAirportAction.do;jsessionid=\5244E9C4701E69F054D28CB654946F3C.p0239?SEQ=11971865900141192007,12/9/2007 15:48,12/9/2007 15:48,0,http://travel.travelocity.com/flights/InitialSearch.do,travel.travelocity.com,Travelocity:???????? ??????? ?????,184
http://www.travelocity.com/popWindow?s_theDomain=travelocity.com&s_select\edForm=formair&a_formPrefix=undefined&a_fromDate=30&a_fromMonth=11&s_theAdtoSh\ow=ad3&b_inDateRng=false&s_dest=Costa%20Rica&s_orig=Dulles,12/9/2007 15:48,12/9/2007 15:48,0,http://travelocity.com/,travelocity.com,Travel Deals,181
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ad\size=728x90&area=homepage&random=-12443576181197186529?,12/9/2007 15:47,12/9/2007 15:47,0,http://travelocity.com/,dm.travelocity.com,,180
http://dm.travelocity.com/html.ng/site=travelocity&cobrand=TRAVELOCITY&ar\ea=homepage&adsize=455x200&random=738419.3253932194?,12/9/2007 15:47,12/9/2007 15:47,0,http://travelocity.com/,dm.travelocity.com,,178
http://milw0rm.com/exploits/1596,12/9/2007 15:34,12/9/2007 15:42,2,http://milw0rm.com/platforms/linux,milw0rm.com,X.Org X11 X11R6.9.0/X11R7.0,174
http://milw0rm.com/exploits/1831,12/9/2007 15:34,12/9/2007 15:34,0,http://milw0rm.com/platforms/linux,milw0rm.com,tiffsplit libtiff <= 3.8.2,173
http://milw0rm.com/exploits/2013,12/9/2007 15:32,12/9/2007 15:32,0,http://milw0rm.com/platforms/linux,milw0rm.com,Linux Kernel <= 2.6.17.4 proc,172
http://milw0rm.com/exploits/2492,12/9/2007 15:30,12/9/2007 15:30,0,http://milw0rm.com/platforms/linux,milw0rm.com,Infecting Elf Binaries to Gain Local Root Exploit,171
http://milw0rm.com/platforms/linux,12/9/2007 15:24,12/9/2007 15:27,2,http://milw0rm.com/platforms/,milw0rm.com,milw0rm - exploits : vulnerabilities : videos : papers : shellcode,167
http://pagead2.googlesyndication.com/pagead/ads?client=ca-pub-07185559794\86542&dt=1197185277504&lmt=1197185276&format=468x60_as&output=html&correlator=\1197185277491&channel=1394564144&url=http%3A%2F%2Fmilw0rm.com%2Fplatforms%2Fli\nux&color_bg=141414&color_text=000000&color_link=00c000&color_url=00c000&color\_border=000000&ad_type=text&ui=rc%3A0&cc=9&ga_vid=1360800874.1197185278&ga_sid\=1197185278&ga_hid=401128920&flash=0&u_h=1004&u_w=1900&u_ah=954&u_aw=1900&u_cd\=24&u_tz=-300&u_his=1&u_java=true,12/9/2007 15:27,12/9/2007 15:27,0,http://milw0rm.com/platforms/linux,pagead2.googlesyndication.com,,170
http://milw0rm.com/exploits/4028,12/9/2007 15:25,12/9/2007 15:25,0,http://milw0rm.com/platforms/linux,milw0rm.com,screen 4.0.3 Local Authentication Bypass Vulnerability,169
http://milw0rm.com/metasploit/68,12/9/2007 15:24,12/9/2007 15:24,0,http://framework.metasploit.com/exploits/view/?refname=multi:svn:svnserve\_date,milw0rm.com,milw0rm - metasploit section,163
http://milw0rm.com/platforms/,12/9/2007 15:24,12/9/2007 15:24,0,http://milw0rm.com/metasploit/68,milw0rm.com,milw0rm - exploits : vulnerabilities : videos : papers : shellcode,165
http://pagead2.googlesyndication.com/pagead/ads?client=ca-pub-07185559794\86542&dt=1197185061309&lmt=1197185061&format=468x60_as&output=html&correlator=\1197185061308&channel=1394564144&url=http%3A%2F%2Fmilw0rm.com%2Fmetasploit%2F6\8&color_bg=141414&color_text=000000&color_link=00c000&color_url=00c000&color_b\order=000000&ad_type=text&ref=http%3A%2F%2Fframework.metasploit.com%2Fexploits\%2Fview%2F%3Frefname%3Dmulti%3Asvn%3Asvnserve_date&ui=rc%3A0&cc=100&ga_vid=245\780068.1197185061&ga_sid=1197185061&ga_hid=1245258127&flash=0&u_h=1004&u_w=190\0&u_ah=954&u_aw=1900&u_cd=24&u_tz=-300&u_his=1&u_java=true,12/9/2007 15:24,12/9/2007 15:24,0,http://milw0rm.com/metasploit/68,pagead2.googlesyndication.com,,164
http://pagead2.googlesyndication.com/pagead/ads?client=ca-pub-07185559794\86542&dt=1197185072301&lmt=1197185072&format=468x60_as&output=html&correlator=\1197185072301&channel=1394564144&url=http%3A%2F%2Fmilw0rm.com%2Fplatforms%2F&c\olor_bg=141414&color_text=000000&color_link=00c000&color_url=00c000&color_bord\er=000000&ad_type=text&ref=http%3A%2F%2Fmilw0rm.com%2Fmetasploit%2F68&ui=rc%3A\0&cc=100&ga_vid=1097112958.1197185072&ga_sid=1197185072&ga_hid=464658203&flash\=0&u_h=1004&u_w=1900&u_ah=954&u_aw=1900&u_cd=24&u_tz=-300&u_his=2&u_java=true,12/9/2007 15:24,12/9/2007 15:24,0,http://milw0rm.com/platforms/,pagead2.googlesyndication.com,,166
http://pagead2.googlesyndication.com/pagead/ads?client=ca-pub-07185559794\86542&dt=1197185076431&lmt=1197185075&format=468x60_as&output=html&correlator=\1197185076431&channel=1394564144&url=http%3A%2F%2Fmilw0rm.com%2Fplatforms%2Fli\nux&color_bg=141414&color_text=000000&color_link=00c000&color_url=00c000&color\_border=000000&ad_type=text&ref=http%3A%2F%2Fmilw0rm.com%2Fplatforms%2F&ui=rc%\3A0&cc=9&ga_vid=1038586235.1197185076&ga_sid=1197185076&ga_hid=2008792804&flas\h=0&u_h=1004&u_w=1900&u_ah=954&u_aw=1900&u_cd=24&u_tz=-300&u_his=3&u_java=true,12/9/2007 15:24,12/9/2007 15:24,0,http://milw0rm.com/platforms/linux,pagead2.googlesyndication.com,,168
http://framework.metasploit.com/exploits/view/?refname=multi:svn:svnserve\_date,12/9/2007 15:23,12/9/2007 15:23,0,http://framework.metasploit.com/exploits/list,framework.metasploit.com,The Metasploit Framework,162
http://framework.metasploit.com/,12/9/2007 14:29,12/9/2007 14:29,0,http://metasploit.org/research.html,framework.metasploit.com,The Metasploit Framework,159
http://framework.metasploit.com/exploits/list,12/9/2007 14:29,12/9/2007 14:29,0,http://framework.metasploit.com/msf/modules,framework.metasploit.com,The Metasploit Framework,161
http://framework.metasploit.com/msf/modules,12/9/2007 14:29,12/9/2007 14:29,0,http://framework.metasploit.com/,framework.metasploit.com,The Metasploit Framework,160
http://metasploit.org/opcode_database.html,12/9/2007 14:29,12/9/2007 14:29,0,http://metasploit.org/,metasploit.org,The Metasploit Project,157
http://metasploit.org/research.html,12/9/2007 14:29,12/9/2007 14:29,0,http://metasploit.org/opcode_database.html,metasploit.org,The Metasploit Project,158
http://metasploit.org/,12/9/2007 14:28,12/9/2007 14:28,2,,metasploit.org,The Metasploit Project,156
http://www.google.com.qa/,12/9/2007 14:27,12/9/2007 14:27,0,http://www.google.com.qa/webhp?hl=ar,google.com.qa,Google,155
http://www.google.com.qa/setprefs?sig=0_DmfvnB9q8HLGZs0j8oe0X54EJRQ=&hl=e\n,12/9/2007 14:27,12/9/2007 14:27,0,http://www.google.com.qa/webhp?hl=ar,google.com.qa,,154
http://www.google.com.qa/webhp?hl=ar,12/9/2007 14:27,12/9/2007 14:27,0,http://www.google.com.qa/search?q=privilege+elevation+2.6.19&start=0&ie=u\tf-8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,google.com.qa,Google,153
http://209.85.135.104/search?q=cache:PcX9iRnuEVgJ:archives.neohapsis.com/\archives/cve/2002-q1/0001.html+privilege+elevation+2.6.19&hl=ar&ct=clnk&cd=9&g\l=qa&client=firefox-a,12/9/2007 14:26,12/9/2007 14:26,0,http://www.google.com.qa/search?q=privilege+elevation+2.6.19&start=0&ie=u\tf-8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,209.85.135.104,NEOHAPSIS - Peace of Mind Through Integrity and Insight,152
http://www.isec.pl/vulnerabilities/isec-0023-coredump.txt,12/9/2007 14:22,12/9/2007 14:22,0,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CAN-2005-1263,isec.pl,,151
http://cve.mitre.org/cgi-bin/cvename.cgi?name=CAN-2005-1263,12/9/2007 14:21,12/9/2007 14:21,0,http://www.google.com.qa/search?q=CAN-2005-1263&start=0&ie=utf-8&oe=utf-8\&client=firefox-a&rls=org.mozilla:en-US:official,cve.mitre.org,CVE - CVE-2005-1263 under review,150
http://www.google.com.qa/search?q=CAN-2005-1263&start=0&ie=utf-8&oe=utf-8\&client=firefox-a&rls=org.mozilla:en-US:official,12/9/2007 14:21,12/9/2007 14:21,0,,google.com.qa,CAN-2005-1263 - ?? ???????,148
http://www.google.com.qa/url?sa=t&ct=res&cd=1&url=http%3A%2F%2Fcve.mitre.\org%2Fcgi-bin%2Fcvename.cgi%3Fname%3DCAN-2005-1263&ei=molbR-bTNpvMnQO4yZHCCQ&u\sg=AFQjCNFRETXJmiAJTdUVmtDElckQcA-djA&sig2=VGwFyl41avM-yycKX_2OZQ,12/9/2007 14:21,12/9/2007 14:21,0,http://www.google.com.qa/search?q=CAN-2005-1263&start=0&ie=utf-8&oe=utf-8\&client=firefox-a&rls=org.mozilla:en-US:official,google.com.qa,,149
http://www.google.com/search?q=CAN-2005-1263&start=0&ie=utf-8&oe=utf-8&cl\ient=firefox-a&rls=org.mozilla:en-US:official,12/9/2007 14:21,12/9/2007 14:21,0,,google.com,,147
http://pagead2.googlesyndication.com/pagead/ads?client=ca-pub-37775658885\11862&dt=1197181172114&lmt=1114252684&alternate_ad_url=http%3A%2F%2Fwww.derkei\ler.com%2Fads%2Fdefault%2Fg_www_derkeiler_com.php&format=728x90_as&output=html\&correlator=1197181172101&channel=1004254852&url=http%3A%2F%2Fwww.derkeiler.co\m%2FNewsgroups%2Fcomp.os.linux.security%2F2005-04%2F0316.html&color_bg=FFFFFF&\color_text=000000&color_link=003366&color_url=000000&color_border=CCCCCC&ref=h\ttp%3A%2F%2Fwww.google.com.qa%2Fsearch%3Fq%3Dprivilege%2Belevation%2B2.6.19%26\start%3D0%26ie%3Dutf-8%26oe%3Dutf-8%26client%3Dfirefox-a%26rls%3Dorg.mozilla%3\Aen-US%3Aofficial&ga_vid=458346362.1197181172&ga_sid=1197181172&ga_hid=1761027\056&flash=0&u_h=1004&u_w=1900&u_ah=954&u_aw=1900&u_cd=24&u_tz=-300&u_his=2&u_j\ava=true,12/9/2007 14:19,12/9/2007 14:19,0,http://www.derkeiler.com/Newsgroups/comp.os.linux.security/2005-04/0316.h\tml,pagead2.googlesyndication.com,,143
http://parasol.tamu.edu/people/jack/myRPMS/PAPI/perfctr-kernels/RHEL/kern\el-smp-devel-2.6.9-22.0.2.EL.perfctr.2.6.19.i686.rpm.txt,12/9/2007 14:19,12/9/2007 14:19,0,http://www.google.com.qa/search?q=privilege+elevation+2.6.19&start=0&ie=u\tf-8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,parasol.tamu.edu,,146
http://www.derkeiler.com/ads/default/tf_ROS_sky_def.php?rnd=1274107825,12/9/2007 14:19,12/9/2007 14:19,0,http://www.derkeiler.com/Newsgroups/comp.os.linux.security/2005-04/0316.h\tml,derkeiler.com,,144
http://www.derkeiler.com/Newsgroups/comp.os.linux.security/2005-04/0316.h\tml,12/9/2007 14:19,12/9/2007 14:19,0,http://www.google.com.qa/search?q=privilege+elevation+2.6.19&start=0&ie=u\tf-8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,derkeiler.com,comp.os.linux.security: Re: Sysmask security challenge: useful or not?,142
http://www.google.com.qa/url?sa=t&ct=res&cd=1&url=http%3A%2F%2Fparasol.ta\mu.edu%2Fpeople%2Fjack%2FmyRPMS%2FPAPI%2Fperfctr-kernels%2FRHEL%2Fkernel-smp-d\evel-2.6.9-22.0.2.EL.perfctr.2.6.19.i686.rpm.txt&ei=A4lbR6WDKaTAnAOy4PGkCQ&usg\=AFQjCNFW92cv3C4pM1S7UESkF1qlhV5Xbg&sig2=kUFQsRweuZm2OMoniJeYyw,12/9/2007 14:19,12/9/2007 14:19,0,http://www.google.com.qa/search?q=privilege+elevation+2.6.19&start=0&ie=u\tf-8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,google.com.qa,,145
http://www.google.com.qa/url?sa=t&ct=res&cd=2&url=http%3A%2F%2Fwww.derkei\ler.com%2FNewsgroups%2Fcomp.os.linux.security%2F2005-04%2F0316.html&ei=A4lbR6W\DKaTAnAOy4PGkCQ&usg=AFQjCNFjLtWOQnfK9-iMMTDOL4mR5LXYoQ&sig2=e7gQCyu5mEmtdxPYa7\ddkQ,12/9/2007 14:19,12/9/2007 14:19,0,http://www.google.com.qa/search?q=privilege+elevation+2.6.19&start=0&ie=u\tf-8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,google.com.qa,,141
http://www.google.com.qa/search?q=privilege+elevation+2.6.19&start=0&ie=u\tf-8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,12/9/2007 14:18,12/9/2007 14:18,0,,google.com.qa,privilege elevation 2.6.19 - ?? ???????,140
http://www.google.com/search?q=privilege+elevation+2.6.19&start=0&ie=utf-\8&oe=utf-8&client=firefox-a&rls=org.mozilla:en-US:official,12/9/2007 14:18,12/9/2007 14:18,0,,google.com,,139
http://en.wikipedia.org/wiki/Maldives,12/9/2007 14:10,12/9/2007 14:10,0,http://www.google.com.qa/search?q=maldives&start=0&ie=utf-8&oe=utf-8&clie\nt=firefox-a&rls=org.mozilla:en-US:official,en.wikipedia.org,"Maldives - Wikipedia, the free encyclopedia",138
http://www.google.com.qa/url?sa=t&ct=res&cd=3&url=http%3A%2F%2Fen.wikiped\ia.org%2Fwiki%2FMaldives&ei=z4ZbR_O0OZTAnAPOoo21CQ&usg=AFQjCNEpMfoeZ305UiJgUVF\ziGNXFm1cEg&sig2=6W5LYS-ECp-12Ey4ZSZ78A,12/9/2007 14:10,12/9/2007 14:10,0,http://www.google.com.qa/search?q=maldives&start=0&ie=utf-8&oe=utf-8&clie\nt=firefox-a&rls=org.mozilla:en-US:official,google.com.qa,,137
http://www.google.com.qa/search?q=maldives&start=0&ie=utf-8&oe=utf-8&clie\nt=firefox-a&rls=org.mozilla:en-US:official,12/9/2007 14:09,12/9/2007 14:09,0,,google.com.qa,maldives - ?? ???????,136
http://www.google.com/search?q=maldives&start=0&ie=utf-8&oe=utf-8&client=\firefox-a&rls=org.mozilla:en-US:official,12/9/2007 14:09,12/9/2007 14:09,0,,google.com,,135
